"","ID","language","channel","country","age","dev.environment","app.type","mobile.os","desktop.os","programming.language.migrate","programming.language.primary","unit.testing","database","database.migrate","database.host","tool.usage"
"691",7465,"Portuguese","internal","Brazil","30-39","Windows","Web Back-end","Windows","Windows","Swift","C#","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Private Servers","All day long"
"692",7468,"Korean","external","South Korea","30-39","Windows","Web Back-end","Android","Windows","Scala","JavaScript","Yes, I write unit tests","MySQL","MongoDB","Private Servers","All day long"
"693",7479,"Spanish","internal","Spain","40-49","Windows","Web Back-end","Android","Windows","R","Other - Write In:","No","DB2","No, not planning to adopt / migrate","Locally","Less frequently"
"694",7483,"Turkish","external","Turkey","18-20","Windows","Web Back-end","Android","Windows","Python","PHP","No","MySQL","MS SQL Server","Locally","All day long"
"695",7489,"Spanish","internal","Spain","21-29","Windows","Web Back-end","Android","Windows","C","JavaScript","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"696",7505,"Spanish","external","Mexico","18-20","Windows","Mobile","Android","Windows","C++","Java","No","MySQL","No, not planning to adopt / migrate","Locally","Less frequently"
"697",7534,"English","external","Canada","40-49","macOS","Mobile","iOS","macOS","Planning to adopt / migrate to other language(s) - Write in:","Objective-C","Yes, I write unit tests","SQLite","No, not planning to adopt / migrate","Locally","Several times a day"
"698",7548,"Portuguese","external","Brazil","21-29","Windows","Web Back-end","Android","Windows","C++","PHP","Yes, I use unit tests, but I don't write them","MySQL","No, not planning to adopt / migrate","Private Servers","Several times a day"
"699",7555,"Portuguese","external","Brazil","18-20","Windows","Web Back-end","Android","Windows","PHP","C#","Yes, I use unit tests, but I don't write them","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"700",7591,"Chinese (s","external","China","18-20","Windows","Mobile","Android","Windows","No, not planning to adopt / migrate","Java","No","MS SQL Server","No, not planning to adopt / migrate","Other - Write In:","Several times a week"
"701",7593,"English","external","United States","30-39","macOS","Web Back-end","iOS","macOS","C++","JavaScript","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Private Servers","All day long"
"702",7596,"English","external","Germany","21-29","Unix / Linux","Mobile","Android","Windows","Go","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"703",7609,"English","internal","Hungary","30-39","macOS","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"704",7635,"English","internal","United Kingdom","40-49","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","DB2","No, not planning to adopt / migrate","Locally","Less frequently"
"705",7639,"English","external","Iran","21-29","Windows","Mobile","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","PostgreSQL","Locally","All day long"
"706",7657,"English","internal","Sweden","50-59","Windows","Web Back-end","Android","Windows","Dart","JavaScript","No","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a week"
"707",7663,"English","external","Brazil","50-59","Unix / Linux","Web Back-end","Android","Unix / Linux","Kotlin","Python","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Less frequently"
"708",7669,"Turkish","external","Turkey","21-29","Windows","Web Front-end","Windows","Windows","Planning to adopt / migrate to other language(s) - Write in:","C#","No","MS SQL Server","No, not planning to adopt / migrate","Private Servers","All day long"
"709",7676,"English","external","Ukraine","21-29","Windows","Web Back-end","Windows","Windows","Python","C#","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Cloud Foundry","Several times a day"
"710",7682,"English","external","Ukraine","21-29","Unix / Linux","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"711",7685,"Japanese","external","Japan","30-39","macOS","Mobile","iOS","macOS","No, not planning to adopt / migrate","Objective-C","No","SQLite","No, not planning to adopt / migrate","Locally","All day long"
"712",7697,"Polish","external","Poland","30-39","Windows","Web Back-end","iOS","Windows","Python","Java","No","MySQL","No, not planning to adopt / migrate","Locally","Less frequently"
"713",7699,"Japanese","external","Japan","21-29","Windows","Web Back-end","iOS","Windows","Ruby","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Amazon Web Services","All day long"
"714",7705,"Turkish","external","Turkey","21-29","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C#","No","MS SQL Server","No, not planning to adopt / migrate","Locally","Never"
"715",7713,"English","internal","United States","21-29","Windows","Web Front-end","iOS","Windows","No, not planning to adopt / migrate","C#","Yes, I use unit tests, but I don't write them","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"716",7714,"Russian","external","Russia","21-29","Windows","Mobile","Android","Windows","No, not planning to adopt / migrate","C++","No","SQLite","No, not planning to adopt / migrate","Locally","All day long"
"717",7728,"English","internal","Hungary","21-29","Windows","Web Back-end","Android","Windows","TypeScript","Java","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"718",7735,"Spanish","external","Spain","21-29","Windows","Web Back-end","Windows","Windows","C","Java","Yes, I write unit tests","MySQL","MS SQL Server","Private Servers","Several times a day"
"719",7749,"English","internal","Austria","30-39","Windows","Web Back-end","iOS","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"720",7751,"English","internal","Sweden","40-49","Unix / Linux","Web Back-end","iOS","macOS","No, not planning to adopt / migrate","Swift","Yes, I write unit tests","PostgreSQL","No, not planning to adopt / migrate","Other - Write In:","All day long"
"721",7752,"Portuguese","external","Brazil","18-20","Windows","Web Back-end","Windows","Windows","Scala","Java","No","MySQL","MongoDB","Locally","All day long"
"722",7756,"Polish","external","Poland","30-39","Unix / Linux","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","TypeScript","Yes, I use unit tests, but I don't write them","PostgreSQL","No, not planning to adopt / migrate","Private Servers","All day long"
"723",7763,"English","external","Mexico","30-39","macOS","Web Back-end","Android","Windows","Ruby","PHP","Yes, I write unit tests","MySQL","MongoDB","Locally","All day long"
"724",7765,"English","internal","Belarus","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Amazon Web Services","Several times a day"
"725",7766,"Russian","external","Russia","21-29","Windows","Mobile","iOS","Windows","HTML / CSS","C#","Yes, I write unit tests","Oracle Database","No, not planning to adopt / migrate","Private Servers","Less frequently"
"726",7773,"German","internal","Germany","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"727",7774,"English","external","United States","17 or younger","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","TypeScript","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"728",7780,"Korean","internal","South Korea","50-59","Windows","Web Back-end","Android","Windows","Planning to adopt / migrate to other language(s) - Write in:","Java","No","MySQL","No, not planning to adopt / migrate","Private Servers","Several times a day"
"729",7784,"Russian","internal","Russia","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"730",7787,"English","internal","Dominican Republic","21-29","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","Couchbase","Locally","All day long"
"731",7790,"English","external","Ukraine","30-39","Windows","Web Front-end","Android","Windows","No, not planning to adopt / migrate","Delphi","No","MySQL","MongoDB","Locally","All day long"
"732",7792,"Turkish","external","Turkey","30-39","Windows","Web Back-end","Windows","Windows","Python","PHP","No","MySQL","SQLite","Locally","Several times a week"
"733",7795,"French","external","France","18-20","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","PHP","No","MySQL","No, not planning to adopt / migrate","Other - Write In:","Less frequently"
"734",7798,"Polish","external","Poland","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MS SQL Server","Yes, planning to adopt / migrate to other database(s) - Write in:","Locally","Several times a day"
"735",7801,"Spanish","external","Mexico","18-20","Windows","Web Back-end","Windows","Windows","Ruby","Java","Yes, I write unit tests","DB2","MongoDB","Locally","Several times a day"
"736",7810,"German","internal","Germany","30-39","macOS","Web Back-end","Android","macOS","Elixir","PHP","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"737",7812,"English","external","Brazil","21-29","Windows","Web Front-end","Android","Windows","No, not planning to adopt / migrate","HTML / CSS","No","MySQL","No, not planning to adopt / migrate","Amazon Web Services","Less frequently"
"738",7816,"English","external","Germany","21-29","Windows","Web Back-end","Windows","Windows","Scala","JavaScript","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Amazon Web Services","Several times a day"
"739",7818,"French","external","France","21-29","Windows","Web Back-end","Android","Windows","Python","PHP","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"740",7822,"English","external","Germany","21-29","Unix / Linux","Web Back-end","Android","Unix / Linux","C++","PHP","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"741",7833,"English","external","United Kingdom","21-29","macOS","Web Back-end","Android","Unix / Linux","No, not planning to adopt / migrate","JavaScript","Yes, I write unit tests","MySQL","Cassandra","Locally","All day long"
"742",7834,"Polish","external","Poland","40-49","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","PHP","No","MySQL","No, not planning to adopt / migrate","Private Servers","Several times a day"
"743",7835,"Polish","internal","Poland","21-29","Unix / Linux","Mobile","Android","Unix / Linux","No, not planning to adopt / migrate","C++","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"744",7851,"English","external","Spain","21-29","Windows","Web Back-end","Android","Windows","Elixir","PHP","Yes, I write unit tests","PostgreSQL","No, not planning to adopt / migrate","Amazon Web Services","All day long"
"745",7856,"English","internal","China","21-29","Windows","Web Back-end","Android","Windows","JavaScript","Java","No","MS SQL Server","SQLite","Amazon Web Services","All day long"
"746",7865,"English","external","United States","30-39","Windows","Web Back-end","Windows","Windows","R","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"747",7868,"English","internal","Germany","21-29","Unix / Linux","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"748",7883,"English","internal","Belgium","18-20","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"749",7884,"English","external","Argentina","60 or older","Unix / Linux","Web Front-end","Windows","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"750",7906,"Chinese (s","external","China","30-39","macOS","Web Back-end","Windows","Windows","Scala","Other - Write In:","Yes, I use unit tests, but I don't write them","MySQL","No, not planning to adopt / migrate","Private Servers","Several times a day"
"751",7934,"Turkish","external","Turkey","21-29","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C#","No","MS SQL Server","MySQL","Locally","All day long"
"752",7935,"English","internal","Czech Republic","21-29","Windows","Mobile","Android","Windows","No, not planning to adopt / migrate","C++","Yes, I write unit tests","PostgreSQL","No, not planning to adopt / migrate","Locally","Several times a day"
"753",7952,"German","external","Germany","40-49","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a week"
"754",7964,"English","internal","United States","21-29","Unix / Linux","Web Back-end","Android","Unix / Linux","C++","Python","No","PostgreSQL","No, not planning to adopt / migrate","Locally","All day long"
"755",7973,"English","internal","United States","30-39","Windows","Web Front-end","Android","Windows","Java","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"756",8002,"English","internal","Germany","21-29","Windows","Mobile","Windows","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","SQLite","No, not planning to adopt / migrate","Locally","All day long"
"757",8003,"Spanish","external","Spain","30-39","Windows","Web Back-end","Windows","Windows","Planning to adopt / migrate to other language(s) - Write in:","Java","Yes, I write unit tests","DB2","No, not planning to adopt / migrate","Private Servers","All day long"
"758",8006,"English","external","Poland","21-29","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"759",8011,"English","internal","Australia","40-49","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"760",8012,"English","internal","United Kingdom","21-29","Windows","Web Back-end","Windows","Windows","Planning to adopt / migrate to other language(s) - Write in:","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"761",8014,"English","external","Turkey","30-39","Windows","Web Back-end","Android","Windows","Go","C#","Yes, I write unit tests","MS SQL Server","Cassandra","Private Servers","All day long"
"762",8018,"English","internal","United States","60 or older","Windows","Web Back-end","iOS","Windows","Swift","Python","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Amazon Web Services","Several times a day"
"763",8019,"English","internal","Australia","30-39","macOS","Web Back-end","Android","Windows","Kotlin","Java","Yes, I write unit tests","SQLite","No, not planning to adopt / migrate","Locally","All day long"
"764",8020,"English","internal","Russia","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Go","Yes, I write unit tests","MySQL","MongoDB","Private Servers","All day long"
"765",8031,"Turkish","internal","Turkey","21-29","Windows","Mobile","Android","Windows","Python","C#","No","MS SQL Server","SQLite","Private Servers","Several times a day"
"766",8032,"Korean","external","South Korea","21-29","macOS","Web Back-end","Android","Windows","No, not planning to adopt / migrate","JavaScript","Yes, I use unit tests, but I don't write them","MySQL","No, not planning to adopt / migrate","Amazon Web Services","Several times a day"
"767",8033,"English","external","India","18-20","Unix / Linux","Web Back-end","Android","Unix / Linux","JavaScript","Python","Yes, I use unit tests, but I don't write them","MySQL","PostgreSQL","Locally","Several times a week"
"768",8043,"German","internal","Germany","21-29","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MySQL","MongoDB","Locally","Several times a day"
"769",8053,"English","external","India","21-29","Unix / Linux","Web Back-end","Android","Windows","Python","Java","Yes, I write unit tests","SQLite","No, not planning to adopt / migrate","Locally","All day long"
"770",8070,"English","external","India","21-29","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","PHP","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"771",8075,"English","internal","Germany","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","Kotlin","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"772",8077,"English","internal","Germany","21-29","macOS","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Go","Yes, I write unit tests","SQLite","No, not planning to adopt / migrate","Locally","Several times a day"
"773",8082,"English","external","United States","21-29","Windows","Web Back-end","Windows","Windows","Scala","C#","No","MS SQL Server","MongoDB","Locally","Several times a day"
"774",8088,"Japanese","internal","Japan","21-29","Windows","Web Back-end","Android","Windows","Ruby","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"775",8095,"Russian","internal","Ukraine","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","SQLite","No, not planning to adopt / migrate","Other - Write In:","All day long"
"776",8101,"Russian","internal","Ukraine","21-29","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C++","Yes, I write unit tests","PostgreSQL","No, not planning to adopt / migrate","Locally","Several times a day"
"777",8102,"Turkish","external","Turkey","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C++","Yes, I use unit tests, but I don't write them","MS SQL Server","No, not planning to adopt / migrate","Private Servers","Several times a day"
"778",8104,"English","external","United Kingdom","17 or younger","Windows","Web Back-end","Windows","Windows","C","HTML / CSS","No","MS SQL Server","SQLite","Locally","Several times a day"
"779",8118,"English","external","India","30-39","Windows","Web Back-end","Android","Windows","Planning to adopt / migrate to other language(s) - Write in:","Other - Write In:","No","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"780",8123,"English","internal","Egypt","30-39","Windows","Web Back-end","Android","Windows","C","Java","Yes, I write unit tests","MS SQL Server","SQLite","Locally","Several times a week"
"781",8137,"Russian","internal","Russia","21-29","Windows","Web Back-end","Android","Windows","Elixir","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Private Servers","All day long"
"782",8147,"English","external","India","30-39","Windows","Web Back-end","Windows","Windows","Python","Java","Yes, I use unit tests, but I don't write them","MS SQL Server","DB2","Locally","Never"
"783",8160,"English","internal","Lithuania","21-29","Unix / Linux","Web Back-end","Android","Windows","Scala","Java","Yes, I write unit tests","DB2","Redis","Private Servers","All day long"
"784",8164,"English","internal","Mexico","40-49","Windows","Web Front-end","Android","Windows","C#","Delphi","Yes, I write unit tests","Oracle Database","Yes, planning to adopt / migrate to other database(s) - Write in:","Private Servers","All day long"
"785",8165,"English","internal","United Kingdom","21-29","Windows","Web Back-end","Windows","Windows","TypeScript","C#","Yes, I write unit tests","MS SQL Server","Redis","Locally","Several times a day"
"786",8167,"Spanish","external","Spain","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","No","MS SQL Server","No, not planning to adopt / migrate","Private Servers","Several times a day"
"787",8172,"Russian","external","Russia","18-20","Windows","Mobile","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","SQLite","Locally","Less frequently"
"788",8179,"English","external","Canada","30-39","Windows","Web Back-end","Android","Windows","Scala","Java","Yes, I write unit tests","DB2","PostgreSQL","Private Servers","Several times a day"
"789",8184,"Russian","internal","Russia","21-29","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"790",8193,"Spanish","external","Mexico","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","No","MS SQL Server","Cassandra","Locally","Several times a week"
"791",8206,"English","internal","Turkey","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C#","No","MS SQL Server","No, not planning to adopt / migrate","Amazon Web Services","Several times a day"
"792",8213,"Polish","external","Poland","30-39","Other - Write In:","Web Back-end","Windows","Windows","C","PHP","No","MySQL","MS SQL Server","Locally","Several times a week"
"793",8214,"English","external","Brazil","40-49","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Never"
"794",8233,"Turkish","external","Turkey","21-29","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C#","No","MS SQL Server","No, not planning to adopt / migrate","Private Servers","Never"
"795",8250,"Spanish","external","Argentina","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C++","No","DB2","No, not planning to adopt / migrate","Locally","Less frequently"
"796",8264,"Spanish","external","Argentina","30-39","Windows","Mobile","Android","Windows","Ruby","Python","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"797",8273,"English","external","India","30-39","Windows","Web Back-end","Windows","Windows","Python","Python","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"798",8291,"English","internal","Brazil","30-39","Unix / Linux","Web Back-end","Android","Unix / Linux","Python","Java","Yes, I write unit tests","MySQL","Redis","Locally","All day long"
"799",8318,"Spanish","external","Spain","30-39","Unix / Linux","Web Back-end","Other - Write In:","Unix / Linux","No, not planning to adopt / migrate","PHP","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"800",8325,"English","internal","Brazil","21-29","macOS","Web Back-end","Android","Windows","Ruby","PHP","Yes, I write unit tests","MySQL","Neo4j","Locally","All day long"
"801",8364,"Spanish","external","Spain","21-29","Windows","Web Back-end","Windows","Windows","Python","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a week"
"802",8368,"English","external","Mexico","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","SQLite","Private Servers","All day long"
"803",8371,"English","internal","United Kingdom","30-39","macOS","Web Back-end","iOS","macOS","No, not planning to adopt / migrate","Swift","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Private Servers","All day long"
"804",8389,"English","internal","Sweden","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Other - Write In:","All day long"
"805",8390,"German","internal","Germany","18-20","Windows","Web Back-end","Android","Windows","SQL","PHP","No","MySQL","Yes, planning to adopt / migrate to other database(s) - Write in:","Locally","All day long"
"806",8414,"English","external","Turkey","40-49","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","Python","Yes, I use unit tests, but I don't write them","MS SQL Server","No, not planning to adopt / migrate","Locally","Several times a day"
"807",8424,"Japanese","external","Japan","40-49","Windows","Web Back-end","Windows","Windows","Kotlin","C#","Yes, I write unit tests","MS SQL Server","MongoDB","Locally","All day long"
"808",8425,"Russian","internal","United Kingdom","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C++","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Private Servers","All day long"
"809",8429,"Chinese (s","internal","Taiwan","30-39","Windows","Web Back-end","Android","Windows","Go","JavaScript","No","DB2","PostgreSQL","Locally","Several times a day"
"810",8434,"Japanese","external","Japan","18-20","Windows","Web Front-end","Android","Windows","No, not planning to adopt / migrate","C++","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Private Servers","Several times a day"
"811",8441,"Russian","external","Russia","30-39","Unix / Linux","Web Back-end","iOS","Unix / Linux","No, not planning to adopt / migrate","Python","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"812",8456,"Chinese (s","external","China","21-29","Windows","Mobile","Android","Windows","No, not planning to adopt / migrate","C++","No","MySQL","HBase","Other - Write In:","Less frequently"
"813",8458,"English","external","Sweden","30-39","Windows","Mobile","Windows","Windows","HTML / CSS","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"814",8483,"English","internal","Norway","30-39","Windows","Mobile","Android","Windows","JavaScript","Java","Yes, I write unit tests","MySQL","Cassandra","Locally","Never"
"815",8486,"German","external","Germany","30-39","Windows","Web Back-end","Android","Windows","Python","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a week"
"816",8494,"Spanish","internal","Spain","21-29","Windows","Web Front-end","Android","Windows","Kotlin","Java","No","MySQL","DB2","Locally","All day long"
"817",8515,"English","internal","United States","60 or older","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Python","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"818",8516,"English","internal","United States","30-39","Windows","Mobile","Android","Windows","C++","C#","No","MS SQL Server","No, not planning to adopt / migrate","Private Servers","All day long"
"819",8527,"English","internal","Australia","40-49","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Private Servers","All day long"
"820",8541,"German","external","Germany","21-29","Windows","Web Back-end","Windows","Windows","TypeScript","Java","Yes, I write unit tests","MS SQL Server","MongoDB","Locally","Less frequently"
"821",8563,"Polish","external","Poland","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","TypeScript","No","MS SQL Server","MongoDB","Locally","All day long"
"822",8571,"English","internal","Czech Republic","30-39","Windows","Web Back-end","Android","Windows","Scala","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Private Servers","All day long"
"823",8578,"English","external","Sweden","21-29","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","C++","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Locally","All day long"
"824",8581,"English","external","India","21-29","Windows","Mobile","Android","Unix / Linux","Swift","Java","Yes, I write unit tests","SQLite","No, not planning to adopt / migrate","Locally","All day long"
"825",8585,"Spanish","external","Mexico","60 or older","Windows","Web Front-end","Windows","Windows","Visual Basic","JavaScript","Yes, I use unit tests, but I don't write them","Oracle Database","No, not planning to adopt / migrate","Locally","Less frequently"
"826",8607,"English","external","Thailand","30-39","Windows","Web Back-end","Android","Windows","Python","Java","No","MySQL","MongoDB","Locally","Never"
"827",8623,"English","external","India","21-29","Windows","Mobile","Android","macOS","Swift","C#","No","Oracle Database","No, not planning to adopt / migrate","Locally","Several times a day"
"828",8641,"English","internal","United States","60 or older","macOS","Web Back-end","iOS","Unix / Linux","No, not planning to adopt / migrate","Clojure / ClojureScript","Yes, I write unit tests","PostgreSQL","No, not planning to adopt / migrate","Heroku","Several times a day"
"829",8645,"English","external","Ukraine","21-29","macOS","Mobile","iOS","macOS","Python","Objective-C","No","Other - Write In:","No, not planning to adopt / migrate","Locally","Several times a day"
"830",8654,"English","internal","Vietnam","30-39","Windows","Web Back-end","Windows","Windows","TypeScript","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Private Servers","All day long"
"831",8655,"English","internal","Canada","21-29","macOS","Web Back-end","iOS","Windows","Go","PHP","Yes, I write unit tests","MySQL","Redis","Locally","All day long"
"832",8665,"English","internal","Italy","30-39","macOS","Web Back-end","Android","Windows","Python","Kotlin","Yes, I write unit tests","PostgreSQL","No, not planning to adopt / migrate","Locally","All day long"
"833",8673,"Korean","external","South Korea","17 or younger","Windows","Web Front-end","Windows","Windows","Ruby","C++","Yes, I write unit tests","Other - Write In:","MongoDB","Private Servers","All day long"
"834",8678,"English","external","Russia","21-29","Windows","Mobile","Windows","macOS","No, not planning to adopt / migrate","Objective-C","No","SQLite","No, not planning to adopt / migrate","Locally","Several times a day"
"835",8691,"Russian","internal","Russia","40-49","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","Go","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"836",8711,"Spanish","external","Spain","21-29","Windows","Mobile","Android","Unix / Linux","Swift","Java","Yes, I use unit tests, but I don't write them","SQLite","Yes, planning to adopt / migrate to other database(s) - Write in:","Locally","All day long"
"837",8719,"Spanish","external","Argentina","30-39","Windows","Web Back-end","Android","Windows","No, not planning to adopt / migrate","C#","Yes, I write unit tests","MS SQL Server","No, not planning to adopt / migrate","Microsoft Azure","Several times a week"
"838",8748,"English","external","India","21-29","Unix / Linux","Web Back-end","Android","Unix / Linux","Swift","Go","Yes, I write unit tests","MySQL","Redis","Locally","All day long"
"839",8752,"English","external","Mexico","30-39","Windows","Web Back-end","Windows","Windows","No, not planning to adopt / migrate","JavaScript","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Private Servers","All day long"
"840",8766,"English","internal","United States","40-49","Unix / Linux","Web Back-end","iOS","Windows","Elixir","Java","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","All day long"
"841",8779,"English","internal","South Africa","30-39","Unix / Linux","Web Back-end","Android","Other - Write In:","No, not planning to adopt / migrate","Python","Yes, I write unit tests","MySQL","No, not planning to adopt / migrate","Locally","Several times a day"
"842",8790,"English","external","China","21-29","Windows","Web Back-end","Windows","Unix / Linux","Haskell","Objective-C","No","MySQL","MongoDB","Amazon Web Services","Several times a day"
